date,serial_number,model,capacity_bytes,failure,read-error-rate-normal,read-error-rate-raw,throughput-performance-normal,throughput-performance-raw,spin-up-time-normal,spin-up-time-raw,start/stop-count-normal,start/stop-count-raw,reallocated-sectors-count-normal,reallocated-sectors-count-raw,seek-error-rate-normal,seek-error-rate-raw,seek-time-performance-normal,seek-time-performance-raw,power-on-hours-normal,power-on-hours-raw,spin-retry-count-normal,spin-retry-count-raw,recalibration-retries-normal,recalibration-retries-raw,power-cycle-count-normal,power-cycle-count-raw,soft-read-error-rate-normal,soft-read-error-rate-raw,current-helium-level-normal,current-helium-level-raw,available-reserved-space-normal,available-reserved-space-raw,ssd-wear-leveling-count-normal,ssd-wear-leveling-count-raw,unexpected-power-loss-count-normal,unexpected-power-loss-count-raw,power-loss-protection-failure-normal,power-loss-protection-failure-raw,wear-range-delta-normal,wear-range-delta-raw,used-reserved-block-count-total-normal,used-reserved-block-count-total-raw,unused-reserved-block-count-total-normal,unused-reserved-block-count-total-raw,program-fail-count-total-normal,program-fail-count-total-raw,erase-fail-count-normal,erase-fail-count-raw,sata-downshift-error-count-normal,sata-downshift-error-count-raw,end-to-end-error-normal,end-to-end-error-raw,reported-uncorrectable-errors-normal,reported-uncorrectable-errors-raw,command-timeout-normal,command-timeout-raw,high-fly-writes-normal,high-fly-writes-raw,temperature-difference-normal,temperature-difference-raw,g-sense-error-rate-normal,g-sense-error-rate-raw,power-off-retract-count-normal,power-off-retract-count-raw,load-cycle-count-normal,load-cycle-count-raw,temperature-normal,temperature-raw,hardware-ecc-recovered-normal,hardware-ecc-recovered-raw,reallocation-event-count-normal,reallocation-event-count-raw,current-pending-sector-count-normal,current-pending-sector-count-raw,(offline)-uncorrectable-sector-count-normal,(offline)-uncorrectable-sector-count-raw,ultradma-crc-error-count-normal,ultradma-crc-error-count-raw,multi-zone-error-rate-normal,multi-zone-error-rate-raw,data-address-mark-errors-normal,data-address-mark-errors-raw,flying-height-normal,flying-height-raw,vibration-during-write-normal,vibration-during-write-raw,disk-shift-normal,disk-shift-raw,loaded-hours-normal,loaded-hours-raw,load/unload-retry-count-normal,load/unload-retry-count-raw,load-friction-normal,load-friction-raw,load/unload-cycle-count-normal,load/unload-cycle-count-raw,load-'in'-time-normal,load-'in'-time-raw,life-left-(ssds)-normal,life-left-(ssds)-raw,endurance-remaining-normal,endurance-remaining-raw,media-wearout-indicator-(ssds)-normal,media-wearout-indicator-(ssds)-raw,average-erase-count-and-maximum-erase-count-normal,average-erase-count-and-maximum-erase-count-raw,good-block-count-and-system(free)-block-count-normal,good-block-count-and-system(free)-block-count-raw,head-flying-hours-normal,head-flying-hours-raw,total-lbas-written-normal,total-lbas-written-raw,total-lbas-read-normal,total-lbas-read-raw,read-error-retry-rate-normal,read-error-retry-rate-raw,minimum-spares-remaining-normal,minimum-spares-remaining-raw,newly-added-bad-flash-block-normal,newly-added-bad-flash-block-raw,free-fall-protection-normal,free-fall-protection-raw
2021-04-01,PL1331LAHD1B7H,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,134,103,143,535,100,13,100,0,100,0,111,43,95,36791,100,0,,,100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,511,100,511,166,36,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,ZDEB00PF,ST500LM030,5.00108E+11,0,79,82014616,,,99,0,100,21,100,0,89,852088958,,,79,18442,100,0,,,100,21,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,71,29,100,0,100,10,100,77,29,29,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,18441,100,57700195120,100,24673800747,,,,,,,100,0
2021-04-01,ZL00522F,ST12000NM0008,1.20001E+13,0,83,212659800,,,98,0,100,2,100,0,84,224222380,,,91,8376,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,71,29,,,100,1,100,547,29,29,2,212659800,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8267,100,59172310936,100,1.13892E+11,,,,,,,,
2021-04-01,2AGEMTRY,HGST HUH721212ALN604,1.20001E+13,0,100,0,132,96,100,0,100,3,100,0,100,0,128,18,98,16277,100,0,,,100,3,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,714,100,714,206,29,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-04,ZA14XXZY,ST8000NM0055,8E+12,1,84,239899920,,,84,0,100,14,100,32,95,3187278730,,,62,33410,100,0,,,100,14,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,69,31,95,10234,100,2,83,35438,31,31,1,239899920,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,33282,100,71469499832,100,2.73E+11,,,,,,,,
2021-04-01,9MG6GU0J,WDC WUH721414ALE6L4,1.40005E+13,0,100,0,138,92,81,380,100,1,100,0,100,0,133,18,100,1149,100,0,,,100,1,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,217,100,217,58,36,,,100,0,100,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,20J0A01GF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,100,0,100,7696,100,7,100,0,100,0,100,0,86,5720,100,0,,,100,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,6,100,13,100,24,,,100,0,100,0,100,0,200,0,,,,,,,,,100,184811522,87,5392,100,0,100,0,,,100,593,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,ZL240MN4,ST12000NM001G,1.20001E+13,0,77,45472584,,,99,0,100,1,100,0,89,884564229,,,93,6586,100,0,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,64,36,,,100,0,99,3530,36,36,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,5986,100,48864018904,100,89609411920,,,,,,,,
2021-04-01,1060A005F97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,100,0,100,7859,100,3,100,0,100,0,100,0,91,3653,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,2,100,13,100,23,,,100,0,100,0,100,0,200,0,,,,,,,,,100,119013377,92,3544,100,0,100,0,,,100,538,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,ZHZ3RP8X,ST12000NM0008,1.20001E+13,0,81,127549792,,,99,0,100,2,100,0,79,72618454,,,86,12956,100,0,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,69,31,,,100,26,100,638,31,31,1,127549792,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,12848,100,67359489416,100,2.06206E+11,,,,,,,,
2021-04-01,Y8S0A03DF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,100,0,100,7742,100,3,100,0,100,0,100,0,70,12220,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8,100,1,100,10,100,31,,,100,0,100,0,100,0,200,0,,,,,,,,,100,52035587,70,12216,100,0,100,0,,,100,588,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-29,ZHZ4NJ98,ST12000NM0008,1.2E+13,1,78,60044016,,,94,0,100,5,83,13808,90,891986818,,,86,12524,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,100,21475164165,,,68,32,,,100,88,100,661,32,32,1,60044016,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,12390,100,60587656264,100,1.68E+11,,,,,,,,
2021-06-05,ZHZ5ZBSZ,ST12000NM0008,1.20001E+13,1,81,124857888,,,99,0,100,1,100,0,86,420367493,,,88,10547,100,0,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,78,22,100,12885295110,,,68,32,,,100,0,100,668,32,32,1,124857888,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,10448,100,62507152960,100,1.41964E+11,,,,,,,,
2021-04-01,ZHZ3CK6J,ST14000NM0138,1.40005E+13,0,83,210959976,,,90,0,100,17,100,0,85,327836800,,,97,3205,100,0,,,100,17,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,69,31,,,100,20,100,986,31,31,1,210959976,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1893,100,37202078755,100,30881506693,,,,,,,,
2021-04-01,5080A07JF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,100,0,100,7830,100,1,100,0,100,0,100,0,88,4900,100,0,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4,100,0,100,91,100,30,,,100,0,100,0,100,0,200,0,,,,,,,,,100,268828674,88,4838,100,0,100,0,,,100,535,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,40P0A167F97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,100,0,100,8177,100,3,100,0,100,0,100,0,83,6904,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,1,100,179,100,27,,,100,0,100,0,100,0,200,0,,,,,,,,,100,17039361,84,6696,100,0,100,0,,,100,595,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,ZLW18MPN,ST14000NM001G,1.40005E+13,0,75,34955024,,,97,0,100,3,100,0,88,655972735,,,95,4539,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,60,40,,,100,0,100,947,40,40,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4201,100,49123176064,100,76891153690,,,,,,,,
2021-05-24,ZA11MWKQ,ST8000DM002,8.00156E+12,1,78,62927624,,,85,0,100,8,100,24,89,882262980,,,52,42409,100,0,,,100,8,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,68,32,79,43744,100,5,79,42721,32,32,20,62927624,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,42347,100,88912116272,100,2.87482E+11,,,,,,,,
2021-06-28,97JPT4KRT,TOSHIBA MQ01ABF050M,5.00108E+11,1,100,0,100,0,100,1442,100,11,100,0,100,0,100,0,35,26156,100,0,,,100,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,5,100,2072,100,26,,,100,0,100,8,100,0,200,0,,,,,,,,,100,0,35,26033,100,0,100,0,,,100,255,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-23,Y76BK0P4FZ1D,TOSHIBA HDWF180,8E+12,1,100,0,100,0,100,10891,100,7,100,0,100,0,100,0,32,27253,100,0,,,100,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,2,100,105,100,27,,,100,0,100,8,100,0,200,0,,,,,,,,,100,0,32,27200,100,0,100,0,,,100,636,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,Z3059SMH,ST4000DM000,4.00079E+12,0,115,96007048,,,91,0,100,19,100,0,88,671109263,,,48,46406,100,0,,,100,19,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,80,20,100,0,100,0,84,33554,20,20,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,46149,100,59074813592,100,2.887E+11,,,,,,,,
2021-04-01,ZLW18E4M,ST14000NM001G,1.40005E+13,0,75,35337296,,,93,0,100,6,100,0,88,635372421,,,96,4057,100,0,,,100,6,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,66,34,,,100,0,100,1715,34,34,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3293,100,40564677392,100,74216855138,,,,,,,,
2021-04-01,ZLW18MPH,ST14000NM001G,1.40005E+13,0,80,102855240,,,97,0,100,3,100,0,87,503117147,,,97,3330,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,73,27,,,100,1,99,2248,27,27,,,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2888,100,41960803336,100,62390394948,,,,,,,,
2021-04-01,Z3029F7M,ST4000DM000,4.00079E+12,0,114,60756552,,,92,0,100,9,100,0,90,948798607,,,41,52192,100,0,,,100,9,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,80,20,100,0,100,0,84,33294,20,20,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,52023,100,68737644344,100,2.59893E+11,,,,,,,,
2021-06-04,11W0A033F97G,TOSHIBA MG07ACA14TA,1.40005E+13,1,100,0,100,0,100,7946,100,2,100,0,100,0,100,0,97,1368,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3,100,1,100,146,100,22,,,100,0,100,0,100,0,200,0,,,,,,,,,100,152305667,98,1104,100,0,100,0,,,100,539,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,20H0A1JXF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,100,0,100,8005,100,41,100,0,100,0,100,0,87,5482,100,0,,,100,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,38,100,43,100,24,,,100,0,100,0,100,0,200,0,,,,,,,,,100,68943873,87,5480,100,0,100,0,,,100,591,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-06-17,70K0A0RWF97G,TOSHIBA MG07ACA14TA,1.40005E+13,1,100,0,100,0,100,7813,100,2,100,0,100,0,100,0,92,3509,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3,100,1,100,106,100,29,,,100,0,100,0,100,0,200,0,,,,,,,,,100,168951811,92,3371,100,0,100,0,,,100,532,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,X0GEHL4C,WDC WUH721414ALE6L4,1.40005E+13,0,100,0,138,88,81,377,100,2,100,0,100,0,133,18,100,4003,100,0,,,100,2,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,949,100,949,63,32,,,100,0,100,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,Z305APCP,ST4000DM000,4.00079E+12,0,116,108167384,,,91,0,100,14,100,0,87,641373696,,,48,46412,100,0,,,100,14,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,77,23,100,0,100,0,84,33992,23,23,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,46148,100,58322262488,100,2.86073E+11,,,,,,,,
2021-04-01,W300SP1H,ST4000DM000,4.00079E+12,0,119,217742808,,,96,0,100,14,100,0,89,836147264,,,42,51582,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,79,21,100,0,100,0,95,10808,21,21,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,51550,100,54798683536,100,2.31882E+11,,,,,,,,
2021-04-01,PL2331LAHDEUMJ,HGST HMS5C4040BLE640,4.00079E+12,0,100,0,134,103,144,535,100,13,100,0,100,0,113,42,95,35467,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,579,100,579,250,24,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,78C0A03KF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,100,0,100,7906,100,8,100,0,100,0,100,0,46,21873,100,0,,,100,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,100,6,100,61,100,23,,,100,0,100,0,100,0,200,0,,,,,,,,,100,1048576,46,21859,100,0,100,0,,,100,592,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,ZA13YG9R,ST8000DM002,8.00156E+12,0,84,234682808,,,90,0,100,5,100,0,90,1077359103,,,57,38021,100,0,,,100,5,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,78,22,92,17042,100,1,77,47530,22,22,1,234682808,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,37971,100,82546016504,100,2.58408E+11,,,,,,,,
2021-05-25,5PJUL22E,HGST HUH721212ALN604,1.20001E+13,1,100,0,132,96,100,0,100,8,100,0,100,0,140,15,100,490,100,0,,,100,8,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,25,100,25,214,28,,,100,0,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-26,AAG7LTGH,HGST HUH721212ALN604,1.20001E+13,1,100,0,100,0,100,0,100,3,100,0,100,0,100,0,98,19877,100,0,,,100,3,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1060,100,1060,206,29,,,100,0,100,223,100,150,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,Z304KR3R,ST4000DM000,4.00079E+12,0,117,158028312,,,92,0,100,12,100,0,88,750389242,,,46,48042,100,0,,,100,12,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,80,20,100,0,100,3,96,9555,20,20,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,47939,100,64630943080,100,2.59611E+11,,,,,,,,
2021-06-28,175PP3JDT,TOSHIBA MQ01ABF050M,5.00108E+11,1,100,0,100,0,100,1490,100,8,100,0,100,0,100,0,7,37571,100,0,,,100,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,2,100,1032,100,35,,,100,0,100,0,100,0,200,0,,,,,,,,,100,0,7,37579,100,0,100,0,,,100,255,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,Z305B6S9,ST4000DM000,4.00079E+12,0,119,218108048,,,93,0,100,7,100,0,88,764077722,,,48,45708,100,0,,,100,7,,,,,,,,,,,,,,,,,,,,,,,98,2,100,0,100,0,100,0,100,0,78,22,100,0,100,0,97,6952,22,22,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,45626,100,58006349016,100,2.81182E+11,,,,,,,,
2021-04-03,ZA10CBP7,ST8000DM002,8E+12,1,79,86965072,,,84,0,100,10,100,16,96,4223448839,,,52,42584,100,0,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,77,23,100,0,100,110,100,411,23,23,15,86965072,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,42570,100,77363753240,100,2.69E+11,,,,,,,,
2021-04-12,Z7OVTDBUT,TOSHIBA MQ01ABF050M,5E+11,1,100,0,100,0,100,1491,100,11,100,0,100,0,100,0,53,19150,100,0,,,100,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,100,4,100,1903,100,33,,,100,0,100,0,100,0,200,0,,,,,,,,,100,0,53,19090,100,0,100,0,,,100,278,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-06-24,ZA1B1N5H,ST8000NM0055,8.00156E+12,1,83,200485752,,,96,0,100,3,100,4,93,1869376658,,,86,12667,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,4295032833,100,0,66,34,98,5501,100,101,100,815,34,34,83,200485752,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,12633,100,33393799560,100,1.20055E+11,,,,,,,,
2021-06-09,Z305G2SM,ST4000DM000,4.00079E+12,1,114,233594632,,,91,0,100,14,100,440,88,744819110,,,47,46671,100,0,,,100,14,,,,,,,,,,,,,,,,,,,,,,,97,3,100,0,48,52,100,0,100,0,64,36,100,0,100,0,95,11639,36,36,,,,,100,56,100,56,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,46561,100,56413663000,100,2.78448E+11,,,,,,,,
2021-04-01,Z304KR3Y,ST4000DM000,4.00079E+12,0,115,99779520,,,92,0,100,15,100,0,89,910049367,,,46,48046,100,0,,,100,15,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,100,0,72,28,100,0,100,0,97,6455,28,28,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,47953,100,63439042872,100,2.87322E+11,,,,,,,,
2021-04-01,10H0A00PF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,100,0,100,7919,100,2,100,0,100,0,100,0,77,9530,100,0,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,508,100,24,,,100,0,100,0,100,0,200,0,,,,,,,,,100,152436739,78,8930,100,0,100,0,,,100,579,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-05,57GGPD9ET,TOSHIBA MQ01ABF050,5E+11,1,100,0,100,0,100,1993,100,9,100,0,100,0,100,0,37,25388,100,0,,,100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,17,100,4,100,58,100,25,,,100,0,100,5072,100,0,200,0,,,,,,,,,100,0,37,25392,100,0,100,0,,,100,269,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,40X0A0VZF97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,100,0,100,7883,100,8,100,0,100,0,100,0,85,6292,100,0,,,100,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,2,100,170,100,33,,,100,0,100,0,100,0,200,0,,,,,,,,,100,68550658,86,5950,100,0,100,0,,,100,590,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,Z4D05VN5,ST6000DX000,6.00118E+12,0,113,54304047,,,90,0,100,18,100,0,95,8037626846,,,40,52634,100,0,,,100,16,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,89,11,81,19,81,39701,100,2,2,197289,19,19,66,54304047,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,51849,100,79391072552,100,3.03975E+11,,,,,,,,
2021-04-01,ZHZ65EQS,ST12000NM0008,1.20001E+13,0,78,64875352,,,98,0,100,2,100,0,83,193925961,,,91,8384,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,,,68,32,,,100,1,100,545,32,32,1,64875352,,,100,0,100,0,200,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8272,100,60275653856,100,1.15571E+11,,,,,,,,
2021-06-18,Z7OVTDBPT,TOSHIBA MQ01ABF050M,5.00108E+11,1,100,0,100,0,100,1217,100,16,100,0,100,0,100,0,49,20477,100,0,,,100,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3,100,6,100,1682,100,40,,,100,0,100,0,100,0,200,0,,,,,,,,,100,0,50,20352,100,0,100,0,,,100,270,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,88R0A0D2F97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,100,0,100,7877,100,2,100,0,100,0,100,0,75,10196,100,0,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,132,100,33,,,100,0,100,0,100,0,200,0,,,,,,,,,100,655361,75,10099,100,0,100,0,,,100,586,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-01,ZA13PEPY,ST8000DM002,8.00156E+12,0,78,70663152,,,92,0,100,4,100,0,88,593319142,,,59,36767,100,0,,,100,4,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,64,36,95,11918,100,2,76,48398,36,36,1,70663152,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,36691,100,79338398224,100,3.11457E+11,,,,,,,,
2021-04-01,X8V0A026F97G,TOSHIBA MG07ACA14TA,1.40005E+13,0,100,0,100,0,100,7758,100,3,100,0,100,0,100,0,70,12213,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,98,100,1,100,11,100,30,,,100,0,100,0,100,0,200,0,,,,,,,,,100,202637317,70,12210,100,0,100,0,,,100,591,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-06-17,176IP6OQT,TOSHIBA MQ01ABF050M,5.00108E+11,1,100,0,100,0,100,1524,100,12,100,0,100,0,100,0,12,35409,100,0,,,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7,100,5,100,8083,100,44,,,100,0,100,0,100,0,200,0,,,,,,,,,100,0,12,35397,100,0,100,0,,,100,256,,,,,,,,,,,100,0,,,,,,,,,,,,
2021-04-09,Z302SXPW,ST4000DM000,4E+12,1,118,176070744,,,92,0,100,23,99,1120,90,972570020,,,45,48607,100,0,,,100,23,,,,,,,,,,,,,,,,,,,,,,,98,2,100,0,2,98,100,0,100,0,74,26,100,0,100,0,94,12025,26,26,,,,,98,432,98,432,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,48382,100,64304929720,100,2.77E+11,,,,,,,,
2021-04-22,ZDEE0HYZ,ST500LM030,5E+11,1,72,17398344,,,99,0,100,19,100,0,78,61650150,,,79,18975,100,0,,,100,19,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,65,35,100,2,100,17,100,63,35,35,,,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,18974,100,55405665648,100,37141460009,,,,,,,100,0
2021-06-03,ZA13E4ZJ,ST8000NM0055,8.00156E+12,1,73,212241744,,,89,0,100,17,100,2272,88,704029086,,,58,36837,100,0,,,100,17,,,,,,,,,,,,,,,,,,,,,,,,,100,0,74,26,100,0,100,0,71,29,87,27620,100,19,76,48803,29,29,83,212241744,,,100,40,100,40,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,36802,100,76464996712,100,2.81315E+11,,,,,,,,
2021-05-17,ZA17ZVP4,ST8000NM0055,8.00156E+12,1,59,157917312,,,89,0,100,11,82,7088,95,2839144009,,,63,33216,100,0,,,100,11,,,,,,,,,,,,,,,,,,,,,,,,,100,0,62,38,100,0,100,0,56,44,95,11041,100,136,96,9859,44,44,82,157917312,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,33131,100,69637530768,100,3.00852E+11,,,,,,,,
2021-04-01,ZA135ZMG,ST8000DM002,8.00156E+12,0,81,120160168,,,94,0,100,3,100,0,92,1574621855,,,55,39464,100,0,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,0,100,0,63,37,83,35221,100,1,78,45624,37,37,1,120160168,,,100,0,100,0,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,39421,100,84764841792,100,2.81943E+11,,,,,,,,
